"acciones.CRC","bonos.cero.cupon.CRC","bonos.cuponados.CRC","acciones.USD","bonos.cero.cupon.USD","bonos.cuponados.USD","portafolio.CRC","portafolio.USD","tipo.cambio","total.portafolio"
13800000,24231150.1846618,172819637.929262,54000,29529.6141763979,36824.9078664936,210850788.113924,120354.522042891,498.19,270810207.450472
