"simulacion","acciones.CRC","compra.directa","call.europea"
1851,157338.402787286,47201520.8361857,35746007.8392617
1852,76500.3280901558,22950098.4270467,11494585.4301228
1853,32983.490893855,9895047.26815651,0
1854,29248.3505028527,8774505.15085581,0
1855,18085.0793632753,5425523.8089826,0
1856,22999.1030279223,6899730.90837669,0
1857,6914.46368001984,2074339.10400595,0
1858,97286.7683947341,29186030.5184202,17730517.5214963
1859,53343.0173621538,16002905.2086461,4547392.21172216
1860,109710.707929575,32913212.3788724,21457699.3819484
1861,8793.24106713804,2637972.32014141,0
1862,47302.3087128325,14190692.6138497,2735179.61692577
1863,47302.3087128324,14190692.6138497,2735179.61692576
1864,60155.1505355403,18046545.1606621,6591032.16373813
1865,18085.0793632753,5425523.80898259,0
1866,60155.1505355403,18046545.1606621,6591032.16373813
1867,47302.3087128324,14190692.6138497,2735179.61692577
1868,29248.3505028527,8774505.1508558,0
1869,67837.2224688006,20351166.7406402,8895653.74371621
1870,22999.1030279223,6899730.90837669,0
1871,76500.3280901558,22950098.4270467,11494585.4301228
1872,53343.0173621537,16002905.2086461,4547392.21172215
1873,60155.1505355403,18046545.1606621,6591032.16373813
1874,41945.6663722887,12583699.9116866,1128186.91476264
1875,109710.707929575,32913212.3788724,21457699.3819484
1876,12610.5694780055,3783170.84340164,0
1877,225642.268278362,67692680.4835087,56237167.4865847
1878,47302.3087128325,14190692.6138497,2735179.61692577
1879,18085.0793632753,5425523.80898259,0
1880,5437.10875401649,1631132.62620495,0
1881,22999.1030279223,6899730.90837669,0
1882,20394.6219269718,6118386.57809154,0
1883,14220.9935395691,4266298.06187072,0
1884,86269.7496288714,25880924.8886614,14425411.8917375
1885,47302.3087128324,14190692.6138497,2735179.61692577
1886,20394.6219269718,6118386.57809155,0
1887,86269.7496288714,25880924.8886614,14425411.8917375
1888,60155.1505355403,18046545.1606621,6591032.16373813
1889,32983.4908938551,9895047.26815652,0
1890,53343.0173621537,16002905.2086461,4547392.21172215
1891,67837.2224688007,20351166.7406402,8895653.74371624
1892,123721.238078044,37116371.4234132,25660858.4264892
1893,32983.4908938551,9895047.26815652,0
1894,97286.7683947341,29186030.5184202,17730517.5214962
1895,53343.0173621538,16002905.2086461,4547392.21172217
1896,18085.0793632753,5425523.80898259,0
1897,22999.1030279223,6899730.90837669,0
1898,18085.0793632753,5425523.80898259,0
1899,109710.707929575,32913212.3788724,21457699.3819484
1900,41945.6663722887,12583699.9116866,1128186.91476264
1901,47302.3087128325,14190692.6138497,2735179.61692577
1902,16037.0756931472,4811122.70794415,0
1903,157338.402787286,47201520.8361857,35746007.8392617
1904,254457.758235025,76337327.4705076,64881814.4735836
1905,47302.3087128325,14190692.6138497,2735179.61692577
1906,86269.7496288713,25880924.8886614,14425411.8917374
1907,41945.6663722887,12583699.9116866,1128186.91476265
1908,157338.402787286,47201520.8361857,35746007.8392617
1909,60155.1505355403,18046545.1606621,6591032.16373813
1910,12610.5694780055,3783170.84340164,0
1911,139520.973298157,41856291.989447,30400778.992523
1912,139520.973298157,41856291.989447,30400778.992523
1913,29248.3505028527,8774505.15085582,0
1914,60155.1505355402,18046545.1606621,6591032.1637381
1915,53343.0173621537,16002905.2086461,4547392.21172216
1916,25936.1875882307,7780856.27646921,0
1917,29248.3505028527,8774505.15085582,0
1918,97286.7683947342,29186030.5184203,17730517.5214963
1919,60155.1505355403,18046545.1606621,6591032.16373813
1920,60155.1505355403,18046545.1606621,6591032.16373812
1921,22999.1030279223,6899730.90837668,0
1922,20394.6219269718,6118386.57809155,0
1923,47302.3087128324,14190692.6138497,2735179.61692577
1924,86269.7496288714,25880924.8886614,14425411.8917375
1925,76500.3280901558,22950098.4270467,11494585.4301228
1926,41945.6663722887,12583699.9116866,1128186.91476263
1927,60155.1505355404,18046545.1606621,6591032.16373816
1928,32983.4908938551,9895047.26815652,0
1929,16037.0756931472,4811122.70794415,0
1930,32983.490893855,9895047.26815651,0
1931,41945.6663722887,12583699.9116866,1128186.91476263
1932,157338.402787286,47201520.8361856,35746007.8392617
1933,20394.6219269718,6118386.57809155,0
1934,254457.758235025,76337327.4705075,64881814.4735835
1935,123721.238078044,37116371.4234132,25660858.4264893
1936,37195.6248075908,11158687.4422772,0
1937,60155.1505355403,18046545.1606621,6591032.16373813
1938,20394.6219269718,6118386.57809155,0
1939,123721.238078044,37116371.4234132,25660858.4264893
1940,97286.7683947341,29186030.5184202,17730517.5214963
1941,9916.17584168147,2974852.75250444,0
1942,60155.1505355403,18046545.1606621,6591032.16373813
1943,200089.922928498,60026976.8785493,48571463.8816253
1944,157338.402787286,47201520.8361857,35746007.8392618
1945,60155.1505355403,18046545.1606621,6591032.16373811
1946,76500.3280901557,22950098.4270467,11494585.4301227
1947,16037.0756931472,4811122.70794415,0
1948,25936.1875882307,7780856.27646921,0
1949,97286.7683947342,29186030.5184203,17730517.5214963
1950,37195.6248075908,11158687.4422772,0
1951,9916.17584168146,2974852.75250444,0
1952,47302.3087128324,14190692.6138497,2735179.61692576
1953,67837.2224688006,20351166.7406402,8895653.74371622
1954,29248.3505028527,8774505.15085581,0
1955,53343.0173621537,16002905.2086461,4547392.21172215
1956,25936.1875882307,7780856.2764692,0
1957,109710.707929575,32913212.3788724,21457699.3819484
1958,29248.3505028527,8774505.15085582,0
1959,67837.2224688006,20351166.7406402,8895653.7437162
1960,109710.707929575,32913212.3788724,21457699.3819484
1961,37195.6248075908,11158687.4422773,0
1962,29248.3505028527,8774505.15085581,0
1963,157338.402787286,47201520.8361857,35746007.8392617
1964,97286.7683947342,29186030.5184203,17730517.5214963
1965,86269.7496288715,25880924.8886614,14425411.8917375
1966,139520.973298157,41856291.989447,30400778.992523
1967,67837.2224688006,20351166.7406402,8895653.74371622
1968,364923.151195341,109476945.358602,98021432.3616784
1969,14220.9935395691,4266298.06187072,0
1970,53343.0173621538,16002905.2086461,4547392.21172216
1971,323598.259114391,97079477.7343173,85623964.7373933
