"simulacion","acciones.CRC","bonos.cero.cupon.CRC","bonos.cuponados.CRC","acciones.USD","bonos.cero.cupon.USD","bonos.cuponados.USD","portafolio.CRC","portafolio.USD","tipo.cambio","total.portafolio","total.portafolio.TCF","Ut.tasa.corta.CRC","Ut.tasa.corta.USD"
3909,22317839.0853814,31788382.4450476,230624650.951571,64001.0389155454,37256.3080470577,46488.542005195,284730872.482,147745.888967798,601.857259963179,373652808.386983,358336396.906868,40,43
3910,10851273.3194782,34819636.016684,244788419.194995,75854.9390964018,37249.5010328687,46481.7748595802,290459328.531157,159586.214988851,601.857259963179,386507450.612242,369963584.976453,44,43
3911,13799748.8452063,31767996.3999341,230501193.768657,35310.029740494,36956.0121990384,45856.704176536,276068939.013797,118122.746116068,601.857259963179,347161971.33054,334916509.901361,40,41
3912,17549375.3206771,36738896.3493246,253293615.023409,69676.3583222109,37110.435377446,46181.7253907908,307581886.693411,152968.519090448,601.857259963179,399647100.453813,383789273.219081,46,42
3913,13799748.8452063,33894185.0555326,240474889.200103,82581.4081544014,37558.0872955421,47132.7341885087,288168823.100842,167272.229638452,601.857259963179,388842828.898972,371502175.184422,43,45
3914,8532773.60152263,29961825.3227116,221141827.42077,64001.0389155454,37261.293768509,46492.2127861226,259636426.345004,147754.545470177,601.857259963179,348563572.22879,333246263.352792,37,43
3915,36093841.0566799,28583929.7905611,213840194.551351,75854.9390964017,36375.3886331016,44633.6611814918,278517965.398592,156863.988910995,601.857259963179,372927695.951458,356666036.034161,34,37
3916,17549375.3206771,28524465.8099772,213469265.768001,137490.535825791,36668.2853308956,45239.5231338039,259543106.898655,219398.34429049,601.857259963179,391589593.233788,368845168.040735,34,39
3917,45901151.5770143,31764910.5385236,230452626.665808,58787.9889377545,37874.8256800399,47804.7442841649,308118688.781346,144467.558901959,601.857259963179,395067537.935648,380090981.950713,40,47
3918,28381975.5597864,31121025.8210705,227231750.639429,116004.801252593,36522.9156835551,44937.1883037633,286734752.020286,197464.905239911,601.857259963179,405580438.826867,385109793.161757,39,38
3919,15562036.2361616,37730567.6358963,257378577.042793,45561.0100609715,37561.4906891651,47136.2890490924,310671180.914851,130258.789799229,601.857259963179,389068379.229535,375564807.404929,47,45
3920,9622445.5583469,42808143.1879069,277486521.402448,45561.0100609715,37259.4695264678,46494.2298064675,329917110.148702,129314.709393907,601.857259963179,407746106.817453,394340405.221652,51,43
3921,25167923.304646,31801991.8409942,230739585.029446,45561.0100609715,36958.8092070072,45857.6900518129,287709500.175086,128377.509319792,601.857259963179,364974436.175193,351665891.543113,40,41
3922,25167923.304646,33236894.1893222,237690279.642245,41849.948076495,35828.3315946407,43481.4360205494,296095097.136214,121159.715691685,601.857259963179,369015951.640329,356455655.896654,42,33
3923,36093841.0566799,31724864.4646246,230147409.061802,116004.801252593,37113.8414381051,46182.6159200382,297966114.583107,199301.258610736,601.857259963179,417917023.997777,397256008.610389,40,42
3924,5276054.37979643,34883506.6673222,245306872.216247,58787.9889377545,36523.4024299248,44934.414841449,285466433.263365,140245.806209128,601.857259963179,369874389.909718,355335491.458691,44,38
3925,15562036.2361616,33933884.2397366,240695036.020229,64001.0389155454,37409.2090290972,46811.4051181565,290190956.496128,148221.653062799,601.857259963179,379399234.475717,364033501.835483,43,44
3926,10851273.3194781,33955314.2249101,240813568.066092,89904.3497233172,37107.0301114417,46175.9713622908,285620155.61048,173187.35119705,601.857259963179,389854220.262218,371900362.103339,43,42
3927,22317839.0853814,31807563.6373899,230711299.811282,64001.0389155454,37565.5028512812,47139.3569630199,284836702.534053,148705.898729847,601.857259963179,374336427.28396,358920494.222275,40,45
3928,10851273.3194782,31723634.3404618,230190579.692376,82581.4081544014,37406.6560477855,46806.253951689,272765487.352316,166794.318153876,601.857259963179,373151858.653834,355860748.713395,40,44
3929,17549375.3206771,47851306.263034,296173157.271852,64001.0389155454,36957.1066165732,45858.2275557051,361573838.855563,146816.373087824,601.857259963179,449936338.879933,434716287.764186,54,41
3930,22317839.0853814,33971871.570912,240961001.381112,53999.5553495007,36958.8092070072,45853.9581669793,297250712.037406,136812.322723487,601.857259963179,379592201.720962,365409243.09502,43,41
3931,17549375.3206771,31201000.2597179,227750542.551262,58787.9889377544,37718.0290708902,47472.6628966802,276500918.131657,143978.680905325,601.857259963179,363155532.514449,348229657.171881,39,46
3932,7566499.06651688,36723612.1615002,253234337.205187,58787.9889377545,36382.2035366504,44640.2442815042,297524448.433204,139810.436755909,601.857259963179,381670374.813371,367176609.92063,46,37
3933,15562036.2361616,28518222.8586946,213432970.554742,82581.4081544014,36098.8816601747,44047.8115460965,257513229.649598,162728.101360673,601.857259963179,355452318.853543,338582742.466471,34,35
3934,25167923.304646,32537817.6908572,234418476.641367,82581.4081544014,37104.2335229927,46168.4410203506,292124217.63687,165854.082697745,601.857259963179,391944701.403041,374751063.096059,41,42
3935,22317839.0853814,36764003.8132719,253560190.284516,116004.801252593,36824.5316555591,45562.196507837,312642033.183169,198391.529415989,601.857259963179,432045415.477381,411478709.222921,46,40
3936,32006476.1373305,32451268.5467044,233894285.824541,82581.4081544014,37557.7226933237,47135.8113878957,298352030.508576,167274.942235621,601.857259963179,399027668.903006,381686733.98094,41,45
3937,13799748.8452063,29946338.0461651,221103923.582146,58787.9889377544,36963.6748457696,45864.154841642,264850010.473518,141615.818625166,601.857259963179,350082519.038703,335401595.154389,37,41
3938,32006476.1373305,31859066.3384642,231122986.215567,53999.5553495007,37412.7353092875,46818.0980852645,294988528.691362,138230.388744053,601.857259963179,378183491.704502,363853526.059761,40,44
3939,25167923.304646,31805706.0933279,230723773.583616,53999.5553495007,36237.1301870455,44341.0466647689,287697402.981589,134577.732201315,601.857259963179,368693988.136331,354742683.386963,40,36
3940,28381975.5597864,29540736.3791775,219219919.930142,106555.910471437,36662.0812537128,45234.8470282636,277142631.869105,188452.838753414,601.857259963179,390564341.033518,371027951.607669,36,39
3941,15562036.2361616,32480874.3138889,234001122.931122,53999.5553495007,37260.4424271793,46491.0126294152,282044033.481173,137751.010406095,601.857259963179,364950479.161344,350670209.355385,41,43
3942,28381975.5597865,33206059.4734298,237416555.487247,45561.0100609715,35958.6815143348,43761.1368289864,299004590.520464,125280.828404293,601.857259963179,374405766.629789,361418246.423198,42,34
3943,13799748.8452063,33115850.6027932,236809284.29645,75854.9390964018,37263.6048024687,46496.2721655244,283724883.744449,159614.816064395,601.857259963179,379790219.590493,363243388.95957,42,43
3944,13799748.8452063,33986607.9885281,241108220.583589,82581.4081544014,37714.8685661194,47464.4454959399,288894577.417323,167760.722216461,601.857259963179,389862586.019966,372471291.618342,43,46
3945,12237027.6807518,35713732.9360317,248702519.297011,58787.9889377545,37256.7943839216,46487.1265207912,296653279.913795,142531.909842467,601.857259963179,382437144.628901,367661252.078213,45,43
3946,32006476.1373305,33178988.6163627,237314203.088995,149682.567696315,36523.0373686265,44933.9605920859,302499667.842688,231139.565657027,601.857259963179,441612693.498106,417651088.057362,42,38
3947,28381975.5597864,27684297.6497599,208552418.603988,35310.029740494,36379.5258738252,44633.2323480506,264618691.813534,116322.78796237,601.857259963179,334628406.247844,322569541.548507,32,37
3948,51762926.4224746,33183291.3608967,237243120.412246,82581.4081544014,37869.5991487042,47800.4343708297,322189338.195617,168251.441673935,601.857259963179,423452689.866346,406010523.923155,42,47
3949,22317839.0853814,42766065.6658401,277222971.356019,49601.152048784,37717.5427948147,47468.4087693929,342306876.107241,134787.103612992,601.857259963179,423429472.966129,409456463.256197,51,46
3950,9622445.5583469,36792234.4993609,253724354.645359,116004.801252593,36239.9299000959,44340.9812750839,300139034.703067,196585.712427773,601.857259963179,418455572.932756,398076070.777459,46,36
3951,25167923.304646,29502611.4956109,218841658.713229,38441.1616788459,38024.1164062248,48124.3585958038,273512193.513486,124589.636680874,601.857259963179,348497370.866045,335581504.611531,36,48
3952,28381975.5597865,31044635.8746628,226749991.871485,64001.0389155454,37107.6381363836,46173.6536803848,286176603.305935,147282.330732314,601.857259963179,374819543.321476,359551187.653466,39,42
3953,28381975.5597865,30000939.2292142,221488410.886065,149682.567696315,37262.7533263326,46495.2722435077,279871325.675065,233440.593266155,601.857259963179,420369241.502412,396169094.834331,37,43
3954,22317839.0853814,29437879.2182218,218468758.82329,75854.9390964018,37418.0871551298,46822.1683569262,270224477.126894,160095.194608458,601.857259963179,366578932.287212,349982302.128881,36,44
3955,22317839.0853814,38813233.2954045,261715653.744865,35310.029740494,36810.781012814,45546.9552672756,322846726.125651,117667.766020584,601.857259963179,393665925.368788,381467630.479445,48,40
3956,32006476.1373305,36705906.4221155,253151412.874926,75854.9390964018,37557.8442263837,47136.0882876674,321863795.434372,160548.871610453,601.857259963179,418491299.39202,401847637.781984,46,45
3957,28381975.5597865,29396973.3665826,218148778.086265,116004.801252593,36378.4306077881,44638.3911397853,275927727.012634,197021.623000166,601.857259963179,394506621.185013,374081929.375087,36,37
3958,8532773.60152262,41439501.6868817,272405315.450716,116004.801252593,37553.7126704569,47124.1897123028,322377590.73912,200682.703635353,601.857259963179,443159932.871096,422355706.863217,50,45
3959,8532773.60152262,34820248.577487,244878005.652822,75854.9390964018,38023.1444941264,48132.5719867009,288231027.831831,162010.655577229,601.857259963179,385738317.082381,368943116.333851,44,48
3960,22317839.0853814,35692381.0277294,248598682.180532,116004.801252593,36673.031404641,45250.3063639758,306608902.293643,197928.13902121,601.857259963179,425733389.714559,405214721.872619,45,39
3961,22317839.0853814,36749912.8005354,253501791.330703,45561.0100609715,37708.9140912397,47461.9049274167,312569543.216619,130731.829079628,601.857259963179,391251443.656459,377698833.145799,46,46
3962,25167923.304646,34854600.9108699,245045734.407808,116004.801252593,38349.8184971084,48823.4690925493,305068258.623324,203178.088842251,601.857259963179,427352466.458476,406289550.703645,44,50
3963,22317839.0853814,40160455.1159427,267578455.931301,89904.3497233172,37260.8072816681,46492.1705332376,330056750.132625,173657.327538223,601.857259963179,434573673.457309,416571094.138893,49,43
3964,9622445.5583469,31131535.6016041,227286409.877059,69676.358322211,38180.3784982841,48470.3506827206,268040391.03701,156327.087503216,601.857259963179,362126983.57972,345920982.760237,39,49
3965,51762926.4224746,33207291.3825665,237496096.643018,45561.0100609715,37116.274825202,46180.7470764062,322466314.448059,128858.03196258,601.857259963179,400020456.489305,386662097.391497,42,42
3966,19790506.1697733,28028583.5655465,210437096.241764,38441.1616788459,36668.4070058269,45242.2028244381,258256185.977084,120351.771509111,601.857259963179,330690773.409272,318214235.025208,33,39
3967,28381975.5597865,31121643.7961968,227299136.607468,106555.910471437,37106.7869085585,46171.3432489134,286802755.963451,189834.040628909,601.857259963179,401055751.504105,381376176.664367,39,42
3968,9622445.55834691,34854600.9108699,245113886.374578,69676.358322211,38023.5089535703,48129.3467789426,289590932.843795,155829.214054724,601.857259963179,383377876.636987,367223488.993718,44,48
3969,15562036.2361616,36772588.8886852,253545742.553384,69676.3583222109,37253.8766058921,46487.8193380823,305880367.678231,153418.054266185,601.857259963179,398216137.44776,382311708.133102,46,43
3970,45901151.5770143,32449420.5444035,233855042.416151,89904.3497233172,37111.530095987,46178.1406343254,312205614.537569,173194.02045363,601.857259963179,416443693.129797,398489143.587362,41,42
3971,45901151.5770143,36802069.0983541,253775368.106392,82581.4081544014,36663.5407993735,45241.0733430445,336478588.78176,164486.022296819,601.857259963179,435475695.463566,418423880.229813,46,39
3972,15562036.2361616,33198670.6050586,237413241.019595,97876.6562573047,37553.5911718264,47129.4960192862,286173947.860815,182559.743448417,601.857259963179,396048854.83226,377123386.449382,42,45
3973,9622445.5583469,34838026.1705238,245009091.676025,58787.9889377545,36528.5142465033,44942.4077547283,289469563.404896,140258.910938986,601.857259963179,373885407.228054,359345150.24559,44,38
3974,36093841.0566799,33204211.8406924,237404089.754547,75854.9390964018,36238.4691132939,44342.004494173,306702142.651919,156435.412703869,601.857259963179,400853931.503079,384636700.906859,42,36
3975,12237027.6807518,33166089.4148361,237104517.066824,32433.9365883598,36380.2560968207,44638.2935945535,282507634.162412,113452.486279734,601.857259963179,350789836.690742,339028528.302112,42,37
3976,36093841.0566799,34825150.1666764,244934044.355099,106555.910471437,37712.3163505872,47459.9665639412,315853035.578455,191728.193385966,601.857259963179,431246040.707423,411370104.241409,44,46
3977,13799748.8452063,32535336.4412883,234386608.235955,97876.6562573047,37268.3496503034,46504.3725811013,280721693.522449,181649.378488709,601.857259963179,390048690.733678,371217597.39174,41,43
3978,15562036.2361616,36659019.02281,252720881.184218,97876.6562573046,36964.4048314812,45870.6595856176,304941936.44319,180711.720674403,601.857259963179,413704597.491517,394970708.565971,46,41
3979,12237027.6807518,34762801.5287973,244372682.710405,89904.3497233172,38821.56970318,49857.6506727143,291372511.919954,178583.570099212,601.857259963179,398854330.094308,380341060.70768,44,53
3980,22317839.0853814,30496951.3497698,223954745.961289,29792.1086543674,35959.4121268865,43759.1641238995,276769536.39644,109510.684905153,601.857259963179,342679337.150147,331326664.509339,38,34
3981,36093841.0566799,33990909.4424323,241161852.11132,53999.5553495007,36380.4995125996,44635.5455626825,311246602.610433,135015.600424783,601.857259963179,392506721.934376,378510024.586055,43,37
3982,10851273.3194782,34740263.3437573,244260132.150189,45561.0100609715,37875.9198422403,47806.8434475028,289851668.813424,131243.773350715,601.857259963179,368841686.629514,355236004.259017,44,47
3983,17549375.3206771,35771876.8236985,249167084.105402,89904.3497233172,37870.9359900841,47800.597034333,302488336.249778,175575.882747734,601.857259963179,408159955.955946,389958485.275872,45,47
3984,36093841.0566799,31159398.7683859,227592015.961916,75854.9390964018,36098.3946541377,44041.9877353673,294845255.786981,155995.321485907,601.857259963179,388732172.543565,372560564.998045,39,35
3985,8532773.60152263,30493863.3275,223901243.432708,45561.0100609715,37872.1514067737,47803.3509322686,262927880.361731,131236.512400014,601.857259963179,341913528.121927,328308598.474294,38,47
3986,25167923.304646,34832506.227633,244947251.916597,75854.9390964018,37717.664362314,47470.3157692235,304947681.448876,161042.919227939,601.857259963179,401872531.551875,385177653.379043,44,46
3987,22317839.0853814,34007514.8744301,241296267.022162,53999.5553495007,36527.0535449114,44946.0733091113,297621620.981974,135472.682203523,601.857259963179,379156838.292849,365112756.528947,43,38
3988,32006476.1373305,30486455.2230744,223945426.616452,69676.3583222109,37107.2733183783,46167.7018103194,286438357.976857,152951.333450909,601.857259963179,378493228.435335,362637182.788765,38,42
3989,13799748.8452063,31707039.698488,230022792.452268,75854.9390964018,38342.771312204,48819.2423076985,275529580.995963,163016.952716304,601.857259963179,373642517.485345,356742996.669698,40,50
3990,19790506.1697733,47846488.7420533,296188598.020888,97876.6562573047,36379.7692774336,44638.341939703,363825592.932714,178894.767474441,601.857259963179,471494707.506632,452949177.140806,54,37
3991,25167923.304646,30543984.4620761,224396472.320277,64001.0389155454,36247.8450343981,44352.0123897821,280108380.086999,144600.896339726,601.857259963179,367137479.346246,352147100.634487,38,36
3992,25167923.304646,36680917.9358299,252941596.934961,41849.948076495,36813.3354625121,45548.8055417465,314790438.175437,124212.089080754,601.857259963179,389548385.763881,376671658.834577,46,40
3993,25167923.304646,31787764.1917699,230673037.126093,49601.152048784,37106.7869085585,46170.4890928143,287628724.622509,132878.428050157,601.857259963179,367602571.236991,353827428.692817,40,42
3994,13799748.8452063,38865877.272415,262060738.49888,38441.1616788459,36812.2406436173,45545.1491391648,314726364.616501,120798.551461628,601.857259963179,387429849.806717,374906994.969169,48,40
3995,10851273.3194782,42863669.5214691,277874099.74493,27365.4644312332,38496.4916016047,49155.1168144043,331589042.585877,115017.072847242,601.857259963179,400812902.898703,388889398.107645,51,51
3996,22317839.0853814,30504365.7537612,224079850.801122,49601.152048784,36525.5929893824,44939.9281624931,276902055.640265,131066.67320066,601.857259963179,355785484.445303,342198161.562101,38,38
3997,25167923.304646,38907184.0302746,262345163.453102,53999.5553495007,36241.5125839857,44345.9669745521,326420270.788023,134587.034908039,601.857259963179,407422454.844343,393470185.708858,48,36
3998,17549375.3206771,30510547.8229291,224105658.339679,149682.567696314,36670.5973279868,45247.1223714925,272165581.483285,231600.287395794,601.857259963179,411555895.862002,387546528.660996,38,39
3999,28381975.5597865,29888895.0363365,220749974.703511,106555.910471437,36964.8915089,45862.4569810148,279020845.299634,189383.258961352,601.857259963179,393002534.621011,373369691.081591,37,41
4000,19790506.1697733,34778664.1351371,244474331.557835,69676.3583222109,37102.4099497176,46167.2911065204,299043501.862746,152946.059378449,601.857259963179,391095198.082425,375239699.184495,44,42
4001,9622445.5583469,34873043.5514077,245260803.560825,75854.9390964018,36812.119002142,45545.8993785857,289756292.670579,158212.957477129,601.857259963179,384977909.748435,368576405.95611,44,40
4002,32006476.1373305,30005914.8964399,221491977.965634,41849.948076495,36811.5108099703,45545.943328622,283504368.999404,124207.402215087,601.857259963179,358259495.763721,345383254.708939,37,40
4003,19790506.1697733,34881043.9575146,245212503.727017,75854.9390964018,37410.5464833366,46808.9232566975,299884053.854305,160074.408836436,601.857259963179,396225998.946828,379631523.592529,44,44
4004,25167923.304646,33231338.2499397,237586413.589859,89904.3497233172,37254.1197317733,46485.4563983181,295985675.144444,173643.925853409,601.857259963179,400494532.567826,382493342.565354,42,43
4005,22317839.0853814,31729786.1915845,230218639.584429,75854.9390964018,37258.1318938893,46489.1605121056,284266264.861395,159602.231502397,601.857259963179,380324026.597437,363778500.573574,40,43
4006,22317839.0853814,28550094.5702993,213537963.318875,82581.4081544014,36957.2282235883,45853.4915210638,264405896.974556,165392.127899053,601.857259963179,363948349.89136,346802601.172585,34,41
4007,45901151.5770143,34884738.2069416,245157965.164451,89904.3497233172,36377.8221621502,44633.1768696502,325943854.948407,170915.348755118,601.857259963179,428810498.435814,411092172.544719,44,37
4008,13799748.8452063,34829440.665846,244897808.26702,58787.9889377545,37863.2811935419,47787.0692108462,293526997.778072,144438.339342143,601.857259963179,380458260.928166,365484734.054934,44,47
4009,6709648.09301686,33151364.0453899,237135684.392546,58787.9889377545,37407.8716974523,46816.1032414467,276996696.530952,143011.963876653,601.857259963179,363069485.251708,348243826.814662,42,44
4010,28381975.5597865,36724834.1935766,253221386.472126,41849.948076495,38025.5743958668,48132.274428696,318328196.225489,128007.796901058,601.857259963179,395370618.122283,382100400.563627,46,48
4011,28381975.5597864,28870888.7559334,215204869.543355,53999.5553495008,36671.4492086701,45246.7525916256,272457733.859075,135917.757149796,601.857259963179,354260822.757593,340170601.293532,35,39
4012,19790506.1697733,31140816.3589441,227447048.337618,69676.3583222109,37106.4221118336,46169.8800633242,278378370.866335,152952.660497369,601.857259963179,370434040.01736,354577856.799519,39,42
4013,45901151.5770143,33191901.3691646,237292448.392857,69676.358322211,37563.1926837967,47136.7894526152,316385501.339036,154376.340458623,601.857259963179,409298022.610605,393294250.392117,42,45
4014,15562036.2361616,35682023.5752953,248455623.349667,89904.3497233173,36967.3251393477,45866.7332704151,299699683.161123,172738.40813308,601.857259963179,403663548.1705,385756230.708943,45,41
4015,25167923.304646,37815306.036778,257920276.28766,69676.3583222109,37861.2163019565,47784.1272969005,320903505.629084,155321.701921068,601.857259963179,414384999.560116,398283224.309141,47,47
4016,13799748.8452063,35749198.4678265,249001355.543023,45561.0100609715,37560.3966546095,47137.1009688006,298550302.856055,130258.507684382,601.857259963179,376947331.37787,363443788.799337,45,45
4017,36093841.05668,29966785.3412448,221315335.336755,58787.9889377545,36096.5685260721,44046.2492067605,287375961.73468,138930.806670587,601.857259963179,370992476.361914,356589900.3099,37,35
4018,28381975.5597864,33101796.1791045,236770805.974862,58787.9889377545,36530.5838238181,44947.4974266307,298254577.713753,140266.070188203,601.857259963179,382674730.383028,368133731.220814,42,38
4019,19790506.1697733,40182395.6764512,267577872.209744,64001.0389155454,38659.4053221057,49502.8498499081,327550774.055969,152163.294087559,601.857259963179,419131357.302478,403357005.53745,49,52
4020,45901151.5770143,31049549.9788548,226766657.22682,38441.1616788459,38178.9210067034,48465.4195156664,303717358.782689,125085.502201216,601.857259963179,379000976.398631,366033705.124312,39,49
4021,9622445.5583469,33167931.3287806,237177054.895043,49601.152048784,36667.3119679465,45242.8309603079,279967431.78217,131511.294977038,601.857259963179,359118459.43126,345485043.826781,42,39
4022,13799748.8452063,49740484.3854932,302621529.868756,64001.0389155454,37719.3664136797,47473.741286944,366161763.099455,149194.146616169,601.857259963179,455955343.384408,440488795.002165,55,46
4023,17549375.3206772,35694819.3550776,248628772.23097,116004.801252593,37560.2751002793,47137.9389470967,301872966.906724,200703.015299969,601.857259963179,422667533.761512,401861202.099016,45,45
4024,25167923.304646,35712511.8201358,248876740.04551,45561.0100609715,38021.5652751537,48127.4513630005,309757175.170292,131710.026699126,601.857259963179,389027810.949105,375373793.371529,45,48
4025,10851273.3194782,33915545.5063069,240621044.868036,35310.029740494,36957.8362738651,45859.4469132264,285387863.693821,118127.312927585,601.857259963179,356483644.57923,344237709.721214,43,41
4026,10851273.3194782,35721673.1665195,248824933.629881,89904.3497233171,36517.9274686199,44930.054581908,295397880.115879,171352.331773845,601.857259963179,398527525.005587,380763898.282291,45,38
4027,22317839.0853814,33911270.4251657,240505753.953608,116004.801252593,36817.9589365389,45557.256964115,296734863.464155,198380.017153247,601.857259963179,416131317.019456,395565804.209731,43,40
4028,13799748.8452063,31170561.6007472,227630020.657016,89904.3497233172,37111.165180684,46178.9046181357,272600331.102969,173194.419522137,601.857259963179,376838649.877476,358884058.964703,39,42
4029,106460931.217313,30575024.9121433,224557935.519568,53999.5553495007,37719.4879963758,47472.0288016509,361593891.649024,139191.072147527,601.857259963179,445367048.943072,430937491.882201,38,46
4030,17549375.3206771,33919822.0839885,240564726.138824,64001.0389155454,37257.1591472082,46491.339885243,292033923.54349,147749.537947997,601.857259963179,380958055.613697,365641265.853802,43,43
4031,19790506.1697733,34766460.3001732,244512281.805052,45561.0100609715,38019.621855877,48129.021417975,299069248.274998,131709.653334823,601.857259963179,378339659.341795,364685680.469874,44,48
4032,32006476.1373305,28136670.6933972,211401534.66534,116004.801252593,36676.1963108429,45254.6614500448,271544681.496068,197935.659013481,601.857259963179,390673694.878927,370154247.459993,33,39
4033,12237027.6807518,30515495.7042906,224095096.060204,49601.152048784,36956.9850105714,45858.4074438922,266847619.445246,132416.544503248,601.857259963179,346543478.093763,332816217.751319,38,41
4034,36093841.0566799,33128697.0258618,236908678.630877,82581.4081544014,37563.0711061664,47140.9315541163,306131216.713419,167285.410814684,601.857259963179,406813155.698159,389471135.527186,42,45
4035,19790506.1697733,33219000.6655605,237622032.469954,64001.0389155454,36815.5253466513,45551.0701667605,290631539.305288,146367.634428957,601.857259963179,378723962.709993,363550431.10145,42,40
4036,40703180.088776,30521064.4370408,224166634.516964,64001.0389155454,36237.2519025419,44337.4494046243,295390879.042781,144575.740222712,601.857259963179,382404837.91037,367417067.064333,38,36
4037,19790506.1697733,33259761.5588753,237871446.010644,82581.4081544015,36244.313137076,44351.349739054,290921713.739293,163177.071030532,601.857259963179,389131018.598546,372214898.755993,42,36
4038,15562036.2361616,32520459.3606089,234290179.168379,49601.152048784,37712.0733057345,47461.4696664704,282372674.765149,134774.695020989,601.857259963179,363487803.422855,349516080.077656,41,46
4039,15562036.2361616,32337825.3413009,232884365.989154,45561.0100609715,38495.6418267191,49147.7595269778,280784227.566616,133204.411414668,601.857259963179,360954269.635656,347145333.28929,41,51
4040,6709648.09301686,37812247.6706032,257893043.297717,45561.0100609715,36962.9448965564,45860.6976073655,302414939.061337,128384.652564893,601.857259963179,379684174.275369,366374889.122642,47,41
4041,13799748.8452063,33209139.4772699,237441884.516578,49601.152048784,38029.4630811158,48133.8946609424,284450772.839054,135764.509790842,601.857259963179,366161628.702014,352087293.971754,42,48
4042,40703180.088776,30025837.4799595,221701280.013833,89904.3497233172,35956.9768937712,43753.8421097729,292430297.582568,169615.168726861,601.857259963179,394514418.280709,376930878.490603,37,34
4043,6709648.09301686,35676543.7812672,248588609.081894,58787.9889377545,36668.7720367048,45240.9976453963,290974800.956178,140697.758619856,601.857259963179,375654768.442085,361069017.323004,45,39
4044,13799748.8452063,30570053.2238596,224517671.455138,106555.910471437,38026.0604248148,48136.6703122871,268887473.524203,192718.641208539,601.857259963179,384876586.865802,364897973.387886,38,48
4045,12237027.6807518,29503859.6489248,218901370.094665,58787.9889377545,35418.0641169159,42633.7840963476,260642257.424342,136839.837151018,601.857259963179,343000306.865861,328814495.894608,36,30
4046,7566499.06651689,38915096.9141664,262364265.743648,69676.358322211,36670.840717397,45249.1375690378,308845861.724331,151596.336608646,601.857259963179,400085217.496067,384369640.659393,48,39
4047,12237027.6807518,35743076.380946,249024961.148694,38441.1616788459,37110.3137471206,46177.5340348286,297005065.210392,121729.009460795,601.857259963179,370268553.302498,357649240.433665,45,42
4048,9622445.55834689,36759713.5286219,253421245.117013,45561.0100609715,37265.186247075,46503.0863849807,299803404.203981,129329.282693027,601.857259963179,377641171.91861,364233959.548821,46,43
4049,19790506.1697733,30536546.2939888,224290757.636045,29792.1086543674,37255.5785721574,46486.959697432,274617810.099807,113534.646923957,601.857259963179,342949461.608346,331179635.850853,38,43
4050,12237027.6807518,41505722.3170354,272903560.979461,45561.0100609715,37865.8323458726,47792.4428123507,326646310.977248,131219.285219195,601.857259963179,405621590.433599,392018446.680598,50,47
4051,15562036.2361616,31656166.6006582,229664235.224174,58787.9889377545,37254.7275642044,46489.7484651275,276882438.060994,142532.464967086,601.857259963179,362666636.881882,347890686.782947,40,43
4052,22317839.0853814,31122879.8391495,227271921.271299,38441.1616788459,36523.2807418113,44935.0823891727,280712640.19583,119899.52480983,601.857259963179,352875039.668761,340445384.460839,39,38
4053,28381975.5597864,31108055.4784747,227152393.456238,116004.801252593,38031.5293669735,48138.5761591216,286642424.494499,202174.906778688,601.857259963179,408322859.921632,387363941.302574,39,48
4054,15562036.2361616,40156802.1939205,267492901.731032,38441.1616788459,37715.2332047999,47467.3527447239,323211740.161114,123623.74762837,601.857259963179,397615590.175104,384799854.992092,49,46
4055,36093841.0566799,31143911.4918394,227315581.38926,75854.9390964018,36102.0475951383,44050.4456837715,294553333.937779,156007.432375312,601.857259963179,388447539.721075,372274676.672836,39,35
4056,15562036.2361616,33201133.0686076,237508369.101715,106555.910471437,36239.9299000959,44342.6409617957,286271538.406484,187138.481333329,601.857259963179,398902192.015432,379502058.421936,42,36
4057,15562036.2361616,29984161.0385059,221407639.90999,49601.152048784,36958.0795010698,45858.0736733513,266953837.184658,132417.305223205,601.857259963179,346650153.678004,332922814.473806,37,41
4058,32006476.1373305,27753342.0345409,209062146.676406,75854.9390964018,37862.7953103807,47784.3330774648,268821964.848278,161502.067484247,601.857259963179,366023156.662735,349280679.848255,32,47
4059,36093841.0566799,32481491.8565839,234123839.283679,82581.4081544014,36817.3505010416,45558.4482636028,302699172.196943,164957.206919046,601.857259963179,401979864.764419,384879203.111942,41,40
4060,9622445.5583469,33162406.4157048,237130387.615507,106555.910471437,36813.0921623283,45549.0486045732,279915239.589558,188918.051238339,601.857259963179,393616940.265448,374032323.535986,42,40
4061,36093841.0566799,29459004.6703179,218628876.169553,69676.358322211,36812.3622861063,45546.3268062267,284181721.89655,152035.047414544,601.857259963179,375685118.95184,359924062.168002,36,40
4062,17549375.3206771,33969417.2200996,240884909.078537,38441.1616788459,36961.850041167,45862.4674150686,292403701.619314,121265.479135082,601.857259963179,365388210.619676,352816950.66962,43,41
4063,28381975.5597865,35791524.3990337,249355407.50647,58787.9889377545,36523.1590547119,44937.0974192447,313528907.46529,140248.245411711,601.857259963179,397938332.163426,383399180.84695,45,38
4064,40703180.0887759,30625475.417673,224892840.863896,97876.6562573047,37555.2922447939,47129.2327960145,296221496.370344,182561.181298113,601.857259963179,406097268.722068,387171651.281251,38,45
